created_at,id,full_text,lang,retweet_count,favorite_count
Mon Jun 29 13:03:55 +0000 2015,615505976691658752,"It's no part gilded 
The Everglades tall green reeds
Gators glide between

#haiku #micropoetry #everglades #florida #gators",en,1,1
Mon Jun 29 04:28:25 +0000 2015,615376250715156480,"Long days of travel
Can easily be wasted
For no good reason

#haiku #micropoetry #planes",en,1,1
Mon Jun 29 04:26:34 +0000 2015,615375781523537920,"Bluest of waters
Chill cold on the mountains peak 
Copying the clouds

#haiku #micropoetry #CraterLake",en,2,0
Sun Jun 28 05:35:07 +0000 2015,615030645346013184,"You stand beneath them
Gazing at the humble plant
Hoping to be touched

#haiku #micropoetry #redwood #sequioa",en,0,0
Sun Jun 28 05:31:07 +0000 2015,615029641149968384,"The thought of the farm
Is what pushes me to breath
Pushes me to be

#haiku #micropoetry #farming #breathing #dreams",en,0,0
Sun Jun 28 05:29:35 +0000 2015,615029253415960576,"Time away from what?
Am I not my own keeper?
My actions are what?

#haiku #micropoetry #Question",en,0,0
Wed Jun 17 22:38:40 +0000 2015,611301964052340736,"Dense evergreen groves
Sectioned by glacier gravel 
All under the blue

#haiku #micropoetry #Washington #hiking",en,0,0
Wed Jun 17 22:36:07 +0000 2015,611301321342361600,"The old men planned it
The philosophers guessed it 
The work horse dragged it

#haiku #micropoetry",en,1,0
Tue Jun 16 16:57:44 +0000 2015,610853777420128256,"Diving off from the
Shaking boat into choppy
Dark blue fresh water

#haiku #micropoetry #seattle #lakewashington",en,0,1
Tue Jun 16 16:56:29 +0000 2015,610853462310387712,"The garden bushes
And the navy lake's swooshes
Converse in hushes 

#haiku #micropoetry #seattle #lakewashington",en,0,0
Tue Jun 16 16:54:00 +0000 2015,610852839678541824,"Doing those types of things
That always need to get done
But seen like nothing

#haiku #micropoetry #sameold",en,1,0
Tue Jun 16 07:57:31 +0000 2015,610717828245688321,"Locked up in a box
With no hope but another
Removes your leverage 

#haiku #micropoetry #dependedenós",en,0,1
Sun Jun 14 17:51:36 +0000 2015,610142559214530560,"Cheers and whoopery 
Balloons and fine Chardonnay 
Family's in town

#haiku #micropoetry #party #whoopery",en,0,1
Tue Sep 01 16:52:22 +0000 2015,638756292916572164,"Sometimes I can't help
Inserting my opinion
Testing my own reach

#haiku #micropoetry #influencers",en,0,0
Tue Sep 01 13:40:33 +0000 2015,638708018977222656,"Out in the garden
All the questions, qualms of Self
Are hushed and come sit

#haiku #micropoetry #gardening #Qualms #selfie",en,0,0
Sun Aug 30 07:56:55 +0000 2015,637896768663986176,"Mind's revelations
Cause benign confrontations
To a Comforts life

#haiku #micropoetry #revelation #Comforts",en,0,1
Thu Aug 27 02:14:23 +0000 2015,636723401223241728,"Speak solely wholly 
Goldie told me boldly that
With that's a true pact

#haiku #micropoetry #fun #wordplay",en,0,1
Wed Aug 26 22:06:34 +0000 2015,636661037882671104,"Little children gasp
At the tiger behind glass
False sense of respect

#haiku #micropoetry #zoo #tiger #animalwelfare",en,0,0
Wed Aug 26 22:04:22 +0000 2015,636660481818669056,"Smooth, their movements slide
From vine to vine, just in time
To catch the next one

#haiku #micropoetry #orangutans",en,0,0
Wed Aug 26 04:21:33 +0000 2015,636393015037132800,"Haikus created
For the beauty of language
Long since forgotten 

#haiku #micropoetry #dave",en,1,1
Tue Aug 25 18:37:11 +0000 2015,636245955470303232,"Birds, bees and flowers
Roses, lotus and lilies
Little turtles sleep

#haiku #micropoetry #madison #garden #olbrich",en,1,5
Mon Aug 24 21:01:52 +0000 2015,635919978093510657,"Morning's short sleeved shirt
Leaves me shivers when fall winds
Push clouds on the sun

#haiku #micropoetry #fall",en,1,0
Mon Aug 24 17:09:45 +0000 2015,635861565074505728,"Loose algae of lakes
Float freely taking the sun
To fuel the dense fish

#haiku #micropoetry #lakes #Madison",en,0,0
Fri Aug 21 21:56:47 +0000 2015,634846636204802048,"Swinging swirls of smoke
Dance their slow lingering dance
Up, up and away

#haiku #micropoetry #SmokeBreak",en,0,0
Fri Aug 21 15:36:14 +0000 2015,634750868429082624,"Prayer's silk thread weaving
Memories through melodies
Just before the day

#haiku #micropoetry #prayer #davening #hymns #mantra",en,0,0
Thu Aug 20 21:54:32 +0000 2015,634483681999093761,"Me and all my friends
Are shapeshifting while the same 
Dancing in our seats

#haiku #micropoetry #ocean #friendship",en,0,0
Tue Aug 18 18:12:09 +0000 2015,633702941694816256,"Trapping time since now
Convinced I see the future 
Best shall prove me right

#haiku #micropoetry #schedule",en,0,0
Tue Aug 18 17:36:10 +0000 2015,633693886607687680,"Thick air drenched swampy
Carries the cicadas song
And splashes of frogs

#haiku #micropoetry #swamp #marsh #frogs #jersey",en,2,0
Thu Aug 13 12:40:30 +0000 2015,631807541325004800,"Up late, hopelessly
Thinking of her who said no
Waiting to drift off 

#haiku #micropoetry #vss #heartbreak",en,1,1
Wed Aug 12 22:21:59 +0000 2015,631591485662756864,"The boiling crowds
Flowing past those lone street trees
Who patiently grow

#haiku #micropoetry #nyc #nature #citylife",en,0,1
Wed Aug 12 18:03:26 +0000 2015,631526421442228224,"Bursting salt water
The sparkles of Milford Sound
Endlessly chiming 

#haiku #micropoetry #Milfordsound #light #NewZealand",en,0,1
Thu Sep 17 01:33:15 +0000 2015,644323195726766080,"Shutter at the thought
That days slide by silently
Snatching bits of youth 

#haiku #micropoetry #vss #youth",en,0,0
Thu Sep 17 01:26:01 +0000 2015,644321375298191360,"What a great idea
Yet it is up to me to
Do, lest it escape

#haiku #micropoetry #vss",en,0,0
Fri Sep 11 18:00:02 +0000 2015,642397202376183808,"Games raise flames of life
The price of time is twisted
By bright smiling eyes

#haiku #micropoetry #vss",en,0,0
Fri Sep 11 17:57:38 +0000 2015,642396595326197760,"What's wisdom but in silence
For fools sounds fair when blaring
Madness spins around

#haiku #micropoetry #wisdom #vss",en,0,0
Fri Sep 11 17:55:29 +0000 2015,642396056848855040,"Pushing art out there
To Twitters blinding brightness
Your light's tough to spot

#haiku #micropoetry #twitter #vss #art",en,0,0
Fri Sep 11 17:50:06 +0000 2015,642394699668525056,"Pale coffee gone thick
By milk, lonely in your fridge
All on the eighth floor

#haiku #micropoetry #nyc #coffee",en,0,0
Wed Sep 09 18:14:02 +0000 2015,641675949063450624,"Certain words tickle
Hidden places long since silenced
Waking angst and rage

#haiku #micropoetry #vss #deep",en,1,1
Wed Sep 09 15:04:48 +0000 2015,641628325501366272,"A deep loneliness
Makes me want to cry or sleep
But I only sleep

#haiku #micropoetry #cry #sleep #vss",en,0,3
Wed Sep 09 14:41:43 +0000 2015,641622515350118400,"To feel all alone
No voice from the holy throne
Who's even watching

#haiku #micropoetry #alone #sadpoem",en,1,0
Tue Sep 08 01:12:22 +0000 2015,641056449414725632,"Crafting our meaning
Alone or with some other
Seeking the word ""love""

#haiku #micropoetry #vss #love",en,0,1
Mon Sep 07 19:03:33 +0000 2015,640963632998842368,"The moccasin slides
Out to the lake's washed borders
To swallow the fish 

#haiku #micropoetry #swallowedwhole",en,1,2
Mon Sep 07 12:20:19 +0000 2015,640862157354201089,"I said the right thing
And then we started to talk 
The old friend I saw

#haiku #micropoetry #oldfriend",en,0,0
Sun Sep 06 17:52:48 +0000 2015,640583443047411713,"Struck luck locked tightly
In the fist of your first friend
Who's less thrilled by life

#haiku #micropoetry #vss",en,0,0
Fri Sep 04 20:06:26 +0000 2015,639892294418743296,"To cook is to work
Long and full like the others 
No better no worst

#haiku #micropoetry #vss #cooking #foodie",en,3,1
Wed Sep 02 18:33:17 +0000 2015,639144077896871940,"Sit with old regrets
Who leave and return again
Leaving us dumbstruck

#haiku #micropoetry #vss #regrets",en,1,0
Tue Sep 01 19:37:56 +0000 2015,638797961619734528,"Don't delude yourself
Into thinking you can't steer
Chit~chat as you please 

#haiku #vss #micropoetry",en,1,1
Tue Sep 01 19:36:03 +0000 2015,638797486002438144,"Mailable to
Be worked, yet it appears to
Flow. Conversation 

#haiku #micropoetry #vss",en,1,0
Tue Sep 01 17:03:21 +0000 2015,638759056350531585,"Jüst get something done
Then float off to another
Bee to a flower

#haiku #micropoetry #humpday #work #bees",en,0,0
Thu Sep 18 09:22:01 +0000 2014,512531980601155584,"There's monotony 
That dunks you into Time's flow
Others drive you mad

#haiku #micropoetry #monotony",en,1,0
Wed Sep 17 15:13:38 +0000 2014,512258083049840640,"A revealed future
Casts its roots far through the past
Creating present

#haiku #micropoetry #HalakhicMan",en,3,1
Wed Sep 17 11:54:59 +0000 2014,512208089412427777,"Kiss the concrete world
For Nature's grace eludes not
To then, rather now 

#haiku #micropoetry #thenow",en,0,2
Wed Sep 17 11:25:46 +0000 2014,512200735484698624,"Art's sublimation
Away, to the highest heights 
Warns, cleave to the now

#haiku #micropoetry #reality",en,2,2
Tue Sep 16 21:12:19 +0000 2014,511985959441686528,"A single door closed
Can pull perspective way back
To the vast outdoors

#haiku #micropoetry #frownupsidedown",en,0,1
Tue Sep 16 21:10:33 +0000 2014,511985512358232064,"One expectation 
Can be the shattering force
Of many moments

#haiku #micropoetry #sadface",en,0,0
Tue Sep 16 19:18:55 +0000 2014,511957421594378240,"Don't laud the heavens
Before uncovering Self
Lest you fall too deep

#haiku #micropoetry #self",en,1,1
Tue Sep 16 10:45:25 +0000 2014,511828192995205120,"Looking over it
I am only fluent in
English and humor

#haiku #micropoetry #fluent",en,2,1
Tue Sep 16 09:11:27 +0000 2014,511804546981441536,"Is art so vital
To engrave your name in time 
Perhaps, perhaps not

#haiku #micropoetry",en,1,2
Tue Sep 16 08:53:24 +0000 2014,511800003933663232,"Growing high and deep
Or always cracking the seed?
Life's plant metaphor 

#haiku #micropoetry #plant #metaphor",en,0,0
Tue Sep 16 08:30:09 +0000 2014,511794152208486400,"Be constant like stone
Mailable like metal
Translucent like glass

#haiku #micropoetry #character",en,1,1
Tue Sep 16 08:28:07 +0000 2014,511793642445344768,"The old city stone
Inhales the heat of the day
Exhaling at night

#haiku #micropoetry #stone",en,1,3
Mon Sep 15 22:19:26 +0000 2014,511640463380459520,"It grows up not wide
It stands rooted, does not hang 
The fruit with no taste

#haiku #micropoetry",en,0,0
Mon Sep 15 21:12:40 +0000 2014,511623661191573506,"Holding on together
Beneath the cherry blossom 
Those two life partners 

#haiku #poetry #cherryblossom",en,0,1
Mon Sep 15 21:06:26 +0000 2014,511622088780546048,"They flow from the ground
Like days, one after the next 
Those trickling ants 

#haiku #poetry #ants",en,1,2
Mon Sep 15 21:03:49 +0000 2014,511621432963379200,"The work horse of man
Murmurs but the slightest sound
Pushing blood around

#haiku #poetry #heart #biology",en,0,1
Mon Sep 15 21:02:14 +0000 2014,511621035238498304,"Pump goes pressured valves
Pushing blood around, around
Feeding hungry cells

#haiku #poetry #heart #biology",en,0,1
Mon Sep 15 20:52:27 +0000 2014,511618571835674625,"The crowned bright red globe
Is internally sectioned 
For hundreds of gems

#haiku #micropoetry #Pomegranate",en,0,1
Wed Oct 28 15:41:53 +0000 2015,659394665070874625,"Simmers up swirling
Steam soaked with sweet aromas
Of our shared dinner

#haiku #micropoetry #dinner #food #vss",en,0,1
Sun Oct 25 21:26:27 +0000 2015,658394214804295680,"Hearing from your love
After so many black nights
Fills the heart with awe

#haiku #micropoetry #vss #love",en,1,0
Fri Oct 23 00:15:47 +0000 2015,657349663310376960,"The draw to another
With the body here and now
While hearts tied in clouds

#haiku #micropoetry #vss #love #lust",en,1,1
Sun Oct 18 15:39:09 +0000 2015,655770097987014656,"Strolling thoughts of love
See two albino rabbits
Tomorrow one's dead",en,0,0
Wed Oct 14 21:03:59 +0000 2015,654402294377746432,"Two pretty ladies
Playing a game with a man
Breaking his honor

#haiku #micropoetry #vss",en,1,1
Tue Oct 13 20:46:56 +0000 2015,654035612400545792,"A cold mushroom slice
In the elevator down
From a job well done

#haiku #micropoetry #vss",en,1,0
Tue Oct 13 11:12:43 +0000 2015,653891106330013696,"Keeping peaked youth tight
Through sweat drenched will and raw heat
All for here and now

#haiku #micropoetry #vss",en,2,0
Sun Oct 11 06:35:37 +0000 2015,653096596910002176,"Preparations for
Far off plans and dreams, melting
In the pot of weeks

#haiku #micropoetry #vss",en,1,0
Fri Oct 09 07:08:12 +0000 2015,652380019839397888,"Rain has come and gone
The clouds have split, cracked apart
Dirt dries in the sun

#haiku #micropoetry #vss #rain",en,3,3
Wed Oct 07 21:10:27 +0000 2015,651867203839623170,"Still so deep in love
Aren't speaking just living
Wait her to arrive

#haiku #micropoetry #vss",en,0,0
Wed Oct 07 21:07:22 +0000 2015,651866428598059009,"Green fish surfacing
Midst the opaque brown water
Gulping at the air

#haiku #micropoetry #nature #hiking",en,0,0
Tue Oct 06 21:01:11 +0000 2015,651502487124463616,"Full day blues when blues 
Leave the evening sky to blind
Those who feel content

#haiku #micropoetry #vss",en,0,0
Tue Oct 06 21:01:11 +0000 2015,651502487120297984,"Project projected 
To consume a chunk of time
Lends to lax lost thoughts 

#haiku #micropoetry #vss",en,1,0
Sat Oct 03 21:18:07 +0000 2015,650419584131051521,"Still homes block the ground 
From the early morning dew
Thick, all around us

#haiku #micropoetry #vss #morning",en,0,0
Sat Oct 03 21:16:07 +0000 2015,650419078969036800,"How can I relate
To any higher self, but
Not get embarrassed 

#haiku #micropoetry #vss",en,0,0
Sat Oct 03 21:14:16 +0000 2015,650418612633735168,"Moved to a new land
My Being's very fabric 
Has shifted genre

#haiku #micropoetry #vss #moved",en,0,0
Sun Sep 27 04:01:29 +0000 2015,647984379181027329,"Past the flesh and bones 
We're discovering our souls
Let our spirits dance

#haiku #micropoetry #vss",en,0,0
Sun Sep 27 03:52:45 +0000 2015,647982179432198144,"Sliced beneath the knife 
My body throbs with aching 
Sulking to the pill

#haiku #micropoetry #vss",en,1,0
Mon Sep 21 18:16:15 +0000 2015,646025159334301696,"Packing for a trip 
Possessions scattered unkempt
All across the floor

#haiku #micropoetry #vss #packing",en,1,1
Sun Dec 20 19:53:46 +0000 2015,678664608383688704,"The wrapped feeling moves
From my hands along her fingers
Yet we never touched

#haiku #micropoetry #touch",en,0,0
Sun Dec 20 08:04:20 +0000 2015,678486074730090496,"Sitting silently
As birthday guests chirped about
All my mutual friends

#haiku #micropoetry #bday #birthday",en,1,1
Fri Dec 18 00:33:19 +0000 2015,677647795004772352,"The special someone
Who's different from the rest
Doesn't seem to care 

#haiku #micropoetry #vss",en,2,5
Tue Dec 15 13:03:18 +0000 2015,676749373007667200,"Stalking up and down
The cool aired sun lit back porch
Purring for some food 

#haiku #micropoetry #cats",en,0,1
Mon Dec 14 21:56:26 +0000 2015,676521151095525376,"Soul stolen, swollen
To the disfigured remains 
Of love, lust and life

#haiku #micropoetry #vss #slam",en,3,3
Sun Dec 13 11:36:43 +0000 2015,676002809301434368,"You sit there and sigh
And see commitment rising
In the horizon

#haiku #micropoetry #commitment",en,1,0
Wed Dec 09 20:13:55 +0000 2015,674683413673152512,"Body aches and pains 
Are chains to your youthful past
Forcing nostalgia 

#haiku #micropoetry #aging #youth #vss #pain",en,1,0
Tue Dec 08 13:41:21 +0000 2015,674222234823745536,"Wild how choices come
That shake the present future
Brewing in your mind

#haiku #micropoetry #plans #choice",en,0,0
Mon Dec 07 21:29:02 +0000 2015,673977541087096833,"Sweet touch tastelessly
Turns my mouth moist, wides my eyes
Deep to sense new worlds

#haiku #micropoetry #love #vss #touch",en,0,0
Sun Dec 06 06:48:19 +0000 2015,673393513778847744,"You on the outside
Has long hair and wears t-shirts
How fast that could change

#haiku #micropoetry #haircut",en,0,0
Fri Dec 04 10:48:39 +0000 2015,672729219168903168,"Time flows in blurred chunks
Of patched equanimity
Tying not to notice 

#haiku #micropoetry #vipassina",en,3,2
Tue Nov 17 14:49:17 +0000 2015,666629182949052417,"I spill my thoughts out
On my poetry garden
Craving to share fruit

#haiku #micropoetry #vss #gardening",en,0,0
Tue Nov 17 06:59:49 +0000 2015,666511039979266048,"It's almost as if
""What ifs"" of scenarios
Are iron plate gates 

#haiku #micropoetry #vss",en,1,1
Tue Nov 17 06:56:48 +0000 2015,666510280839573504,"Life repeats itself
Be it the cycled seasons 
Or be it my thoughts

#haiku #micropoetry #seasons #vss",en,0,0
Sun Nov 15 15:49:06 +0000 2015,665919460314869765,"A shatter takes place
When dreams meet reality
Thus revealing strength

#haiku #micropoetry #dreams #pushon",en,0,0
Mon Nov 09 11:58:02 +0000 2015,663686985580695552,"Gravel in my gut
Grueling its way through, woe, at
My lowly expense 

#haiku #micropoetry #vss #pain #toiletslaves",en,1,1
Thu Nov 05 13:51:35 +0000 2015,662266009433296896,"Hearing word since months
From the love you hoped you had
Brings a unique grin

#haiku #micropoetry #vss #love",en,0,1
Mon Nov 02 19:51:29 +0000 2015,661269416651464704,"Strings form ropes of black
Specks sliding along the grass
Marching two by two

#haiku #micropoetry #vss #marching",en,1,1
Sun Nov 01 06:31:08 +0000 2015,660705613945700352,"Try learning for her
To show your thoughts grow with hers
Pray she may love you

#haiku #micropoetry #vss #love",en,0,2
Tue Mar 08 13:08:44 +0000 2016,707191322499801088,"Getting shot down sucks
Yet afterwards you may feel
Like you're quite alive 

#haiku #micropoetry #rejection",en,1,1
Tue Mar 08 08:31:33 +0000 2016,707121566115618816,"Holding on to what 
Isn't there caused reckless draws
At straws for a ""Yes""

#haiku #micropoetry #rejection #denial",en,0,0
Mon Mar 07 08:59:03 +0000 2016,706766096112685056,"Eyes seep down the page
Of you friends dark shaded words
See he's brilliant 

#haiku #micropoetry #friends #writing",en,1,1
Mon Mar 07 08:36:06 +0000 2016,706760323462799360,"I smile yet blown 
Down the well was my poise 
Her ""No"" still not grasped 

#haiku #micropoetry #rejected",en,2,1
Wed Feb 17 22:42:58 +0000 2016,700088071937720320,"Back to the old swing
Reunderstanding routine
Have I ever left

#haiku #micropoetry #travel #routine",en,0,1
Wed Feb 10 00:15:38 +0000 2016,697212290328690688,"Silence at sunrise 
A vacant felling filled quick
Traveling alone

#haiku #micropoetry #travel",en,0,2
Sun Jan 24 06:05:42 +0000 2016,691139796022927361,"Island's horizon
Sun's rays finger through tight clouds
Standing on the beach

#haiku #micropoetry #sunset #kohphagnon",en,0,0
Sat Jan 16 21:43:02 +0000 2016,688476579702386688,"Communication
Getting choppy so early
Where can this all go?

#haiku #micropoetry #RelationshipS",en,2,1
Wed Jan 13 07:39:59 +0000 2016,687177255794159616,"Undergrowth eaten 
By lines of slow moving deer
Who hear everything 

#haiku #micropoetry #deer",en,1,1
Tue Jan 12 14:56:28 +0000 2016,686924713977839616,"Tingly feelings
Fall for the first time since last
When you tell she cares

#haiku #micropoetry #tingly",en,1,1
Sun Jan 10 12:29:56 +0000 2016,686163060910854145,"Lone dancers dancing 
Together, all alone
Hearing the music

#haiku #micropoetry #phish",en,1,2
Mon Jan 04 08:02:32 +0000 2016,683921441188876288,"Regretfulness blues
Staring at once was morning
Asking yourself ""How?""

#haiku #micropoetry #regret",en,1,1
Sat Jan 02 22:55:12 +0000 2016,683421309494259716,"Hello there past life
We will surely hug and chat
And catch up on life

#haiku #micropoetry #past",en,0,1
Wed Dec 30 23:08:26 +0000 2015,682337478586413058,"Reading your writing 
Is freeing a caged beast out
To fearless viewers 

#haiku #micropoetry",en,0,0
Mon Dec 28 23:45:12 +0000 2015,681621955116675072,"Talked to then misled
Thinking you could be the one
Then left there alone

#haiku #micropoetry #bleh",en,0,0
Sat Dec 26 22:41:01 +0000 2015,680881026210656256,"She used to be this
And now she's certainly that
Fast to fall in love 

#haiku #micropoetry #love",en,0,0
Sat Dec 26 21:56:46 +0000 2015,680869891201720325,"Options, opossums 
Playing dead instead, she asks
For a decision

#haiku #micropoetry #decision",en,0,0
Sat Apr 30 19:43:22 +0000 2016,726497189590106112,"The old man plays catch
With the four year old tom-boy
Hearing teens gossip

#haiku #micropoetry #family #weekend",en,0,1
Sat Apr 30 19:40:11 +0000 2016,726496388863897600,"Family functions
Deriving our constants
To integrate

#haiku #micropoetry #family",en,0,2
Wed Apr 27 12:53:37 +0000 2016,725306911260856324,"I sense I am me
And she is the she I see
When walk through the woods

#haiku #micropoetry #nature #vss",en,0,1
Wed Apr 27 12:52:02 +0000 2016,725306511107436544,"When you dunked face first
In the beauty of nature
You learn how to breath

#haiku #micropoetry #nature",en,0,1
Thu Apr 21 05:51:55 +0000 2016,723026456486502400,"Shake off downed spirits
When we rise in the morning
Still our eyes bare bags

#haiku #micropoetry #wiped",en,0,0
Mon Apr 18 14:03:20 +0000 2016,722062965281853440,"Now I see my time
Has been capitalized by
My source of income

#haiku #micropoetry #money #job",en,0,1
Sun Apr 17 20:57:32 +0000 2016,721804813013557249,"Wisdom is that when,
Your being culminates and clicks
To outline the Truth

#haiku #micropoetry #wisdom",en,1,0
Mon Apr 11 09:52:35 +0000 2016,719463145471926272,"Comfort with yourself
Is the relaxing state of
Being just being

#haiku #micropoetry",en,1,2
Wed Mar 30 12:09:10 +0000 2016,715148864391655424,"All of our world is
Truth manifesting through its
Endless expression

#haiku #micropoetry #life #existential",en,0,0
Tue Mar 29 21:36:35 +0000 2016,714929268954939392,"Awkwardness sets in
When all I want's the comfort
Of being near you

#haiku #micropoetry #akward #attraction",en,1,0
Tue Mar 29 21:34:03 +0000 2016,714928632867774466,"Knowing no reason
'No' was her answer, leaving
Heart's door wide open

#haiku #micropoetry #rejection",en,0,0
Tue Mar 22 08:26:50 +0000 2016,712193810055430144,"Unseen to the night
Birds love and bees lily skip 
Yet night sees passion

#haiku #micropoetry",en,0,0
Tue Mar 22 08:24:06 +0000 2016,712193118456717312,"Mindfulness matters
When three fifths of your day falls
Unseen to the night 

#haiku #micropoetry",en,1,0
Mon Mar 21 21:58:56 +0000 2016,712035792839958528,"Trapped in waiting
For the proper time to pass
To wait no longer

#haiku #micropoetry",en,0,0
Thu Mar 17 10:07:20 +0000 2016,710407161432694785,"When artists gather
The world slows to a stop
Letting them observe

#haiku #micropoetry #art",en,2,2
Sun Mar 13 10:17:35 +0000 2016,708960189903466496,"She's beautiful 
And fantastically unique
But maybe crazy

#haiku #micropoetry #love",en,0,2
Thu Mar 10 13:39:42 +0000 2016,707923888353763328,"Hearing from the soul 
You once loved, long ago now,
Back all the sudden. 

#haiku #micropoetry #soul",en,0,1
Wed Mar 09 15:08:05 +0000 2016,707583742894874624,"Whole body aching
Torn out by my own doing
""Same time this Tuesday?""

#haiku #micropoetry #gym",en,0,0
Tue Jul 26 06:40:20 +0000 2016,757827876460699648,"You have opened my heart
Yet if You will it to close
That too is mercy

#haiku #micropoetry #love #lost",en,0,0
Tue Jul 26 06:37:42 +0000 2016,757827213630644225,"Solidarity 
Pushes me out of the house 
Cause he needs a drink

#haiku #micropoetry",en,1,0
Tue Jul 26 06:35:07 +0000 2016,757826564411183104,"'Sigh'. The choice is yours
To kill this relationship
I will bury it

#haiku #micropoetry #HeartBreakfast #dumped",en,0,0
Thu Jul 21 15:16:28 +0000 2016,756145826980921344,"Breath thin desert air
Fill it with your blood's water
Then cast it away

#haiku #micropoetry #desert",en,1,0
Tue Jul 19 17:38:51 +0000 2016,755456884325376000,"If you just look in
For the answers to this life
Then 'this' wont work out

#haiku #micropoetry #relationships",en,1,1
Sun Jul 10 13:22:32 +0000 2016,752130889803522048,"The first touch sparks smiles
Then dependency numbs in
Leaving him stagnant

#haiku #micropoetry",en,0,1
Wed Jul 06 20:27:03 +0000 2016,750788169830920192,"Termites gnaw and tare 
At the core of great giants
Like love in my heart

#haiku #micropoetry #love",en,0,0
Wed Jul 06 20:25:19 +0000 2016,750787734650880000,"Coy coil underneath 
Yellow lilies drop stained
By my tears for you

#haiku #micropoetry #tears",en,0,0
Wed Jul 06 20:23:50 +0000 2016,750787361274036224,"It's true that life flows
and smooth river stones are seen
And gleam all anew 

#haiku #micropoetry #river",en,0,0
Wed Jul 06 20:22:01 +0000 2016,750786902572277760,"You in my life is
The bloom of moonlight's orchid
Destined to wilt when

#haiku #micropoetry love",en,0,0
Wed Jul 06 20:20:31 +0000 2016,750786528197091328,"Your love is the most
Precious fragile thing to me
Despite it's coming death

#haiku #micropoetry #love #death #flowers",en,0,0
Wed Jul 06 18:06:48 +0000 2016,750752876478226432,"When she seemed so sure
I threw my stone heart away
And let myself bleed

#micropoetry #haiku",en,0,1
Tue Jul 05 08:33:47 +0000 2016,750246285073063940,"Placid after dark
Waiting weather washes on
Over still damp grass

#haiku #micropoetry #green",en,0,1
Tue Jun 28 04:34:14 +0000 2016,747649281641844736,"He rose with the sun
Invigorated simply
By his thoughts last night

#haiku #micropoetry #morning",en,0,1
Mon Jun 27 11:13:15 +0000 2016,747387311160168448,"Justice sometimes comes
And her wings recognize you,
Shade you from the sun

#haiku #micropoetry #justice",en,0,1
Mon Jun 27 11:10:49 +0000 2016,747386698380754944,"We don't touch despite
And the nape of her pale neck
Begs and wrings my soul 

#haiku #micropoetry #shomer #lust",en,0,1
Sat Jun 25 23:15:36 +0000 2016,746844321438109696,"Blue like shallow ponds
Shaken by a friendly footstep
Her eyes ripple out

#haiku #micropoetry #eyes",en,0,1
Sat Jun 25 23:14:00 +0000 2016,746843918000594944,"The fist grabs my chest
As I read those loud blue eyes
All things point towards love.

#haiku #micropoetry #love",en,0,0
Sun May 08 08:25:34 +0000 2016,729225721332273152,"She is cute and nice
Yet maturity has yet
To dawn and flower

#haiku #micropoetry",en,1,0
Wed May 04 19:55:53 +0000 2016,727949889712304130,"Anticipating
A chance to get to know her
Hope she feels the same

#haiku #micropoetry #date",en,0,0
Mon Aug 15 08:34:07 +0000 2016,765104269003460608,"Quivering lips quake
Shaking, fearing it's all fake
Words breaking, broken

#haiku #micropoetry #hurt",en,0,1
Mon Aug 15 08:30:54 +0000 2016,765103460534652928,"When words spill like tears
Out from your wide open heart
Know there's room for two

#haiku #micropoetry",en,1,1
Mon Aug 15 08:28:49 +0000 2016,765102937580404736,"Oh lovely love sings
A song aware of loneliness
Which wraps you up tight

#haiku #micropoetry",en,0,1
Mon Aug 15 08:27:29 +0000 2016,765102599284649984,"When you shed those tears
Know the angle of youth smiles
Up your tall body

#haiku #micropoetry #tears",en,0,0
Mon Aug 15 08:26:31 +0000 2016,765102359173267456,"My maturity 
Is letting myself lean on
One who leans on me

#haiku #micropoetry #love",en,1,0
Mon Aug 15 08:25:05 +0000 2016,765101996839989248,"Lost in the talkings
Of your youth's clever ego
While truth beckons thee

#haiku #micropoetry #maturity",en,1,0
Thu Aug 04 19:52:24 +0000 2016,761288699917266944,"A chapter is done
And life's reader writer stops
And puts the book down

#haiku #micropoetry",en,0,0
Wed Aug 03 13:41:07 +0000 2016,760832873754755072,"Organization
Of bottom shooting to leaves
In the tall cedar

#haiku #micropoetry #tree",en,1,1
Tue Aug 02 17:05:59 +0000 2016,760522042764587009,"Just because justice
Permits you to walk past Her
Does not mean you should

#haiku #micropoetry #mercy",en,0,0
Tue Aug 02 17:04:04 +0000 2016,760521560985833472,"Where was I when rage
Ravaged the unhappy man 
Who had wronged me so

#haiku #micropoetry",en,1,0
Tue Aug 02 17:02:19 +0000 2016,760521121804550148,"I lost my temper
Letting tempest pull my soul
And I looked ugly

#haiku #micropoetry #anger",en,0,0
Sun Jul 31 06:04:36 +0000 2016,759630825839362049,"Careful cat causes
Us to seem so unseemly 
Harsh, thrashing and loud

#haiku #micropoetry",en,1,0
Sun Jul 31 06:01:26 +0000 2016,759630026589540353,"Sliding past our truths
When experience whispers 
And touch seems so real

#haiku #micropoetry #VSS2016",en,2,0
Thu Jul 28 20:12:45 +0000 2016,758757103150465032,"I have had enough
With all of this planning stuff
I'm ready to sleep

#haiku #micropoetry #tierd",en,3,1
Thu Jul 28 07:15:58 +0000 2016,758561619823779840,"Deep steeped denial 
For it is my last comfort 
Avoiding closure

#haiku #micropoetry #breakup #closure",en,0,0
